id,url,index,confidence,xmin,ymin,xmax,ymax,w,h,ponies
1192579.png,https://derpicdn.net/img/view/2016/7/3/1192579.png,0,0.97715348,335,36,717,418,382,382,applejack
1197965.png,https://derpicdn.net/img/view/2016/7/10/1197965.png,0,0.997512639,361,4,719,362,358,358,applejack
1205347.png,https://derpicdn.net/img/view/2016/7/20/1205347.png,0,0.996231496,841,1057,1127,1343,286,286,applejack
1213727.png,https://derpicdn.net/img/view/2016/7/31/1213727.png,0,0.970754862,260,0,1364,1009,1104,1009,applejack
1216650.png,https://derpicdn.net/img/view/2016/8/4/1216650.png,0,0.979956746,2197,0,4683,2075,2486,2075,applejack
1220292.png,https://derpicdn.net/img/view/2016/8/8/1220292.png,0,0.985508204,49,0,491,424,442,424,applejack
1230234.png,https://derpicdn.net/img/view/2016/8/21/1230234.png,0,0.967923045,781,484,1381,1084,600,600,applejack
1235632.png,https://derpicdn.net/img/view/2016/8/28/1235632.png,0,0.984422863,0,0,562,603,562,603,applejack
1237845.png,https://derpicdn.net/img/view/2016/8/30/1237845.png,0,0.997634947,1329,0,2361,1007,1032,1007,applejack
1238086.png,https://derpicdn.net/img/view/2016/8/31/1238086.png,0,0.916862786,572,0,1500,807,928,807,applejack
1241071.png,https://derpicdn.net/img/view/2016/9/3/1241071.png,0,0.998551965,628,0,1468,712,840,712,applejack
125076.jpg,https://derpicdn.net/img/view/2012/10/17/125076.jpg,0,0.988724649,155,0,371,211,216,211,applejack
1252336.png,https://derpicdn.net/img/view/2016/9/18/1252336.png,0,0.967947602,278,165,1644,1531,1366,1366,applejack
1258842.png,https://derpicdn.net/img/view/2016/9/26/1258842.png,0,0.994938374,773,0,2108,1304,1335,1304,applejack
1260034.png,https://derpicdn.net/img/view/2016/9/28/1260034.png,0,0.998600483,579,0,1173,566,594,566,applejack
1260687.png,https://derpicdn.net/img/view/2016/9/28/1260687.png,0,0.994193435,208,19,596,407,388,388,applejack
1260690.png,https://derpicdn.net/img/view/2016/9/28/1260690.png,0,0.99118948,206,14,598,406,392,392,applejack
1260691.png,https://derpicdn.net/img/view/2016/9/28/1260691.png,0,0.992838979,209,20,595,406,386,386,applejack
1264107.png,https://derpicdn.net/img/view/2016/10/3/1264107.png,0,0.999474823,225,7,561,343,336,336,applejack
1266753.png,https://derpicdn.net/img/view/2016/10/7/1266753.png,0,0.982767582,68,0,1204,1024,1136,1024,applejack
1268469.png,https://derpicdn.net/img/view/2016/10/8/1268469.png,0,0.998518884,306,0,1944,1592,1638,1592,applejack
1268547.png,https://derpicdn.net/img/view/2016/10/9/1268547.png,0,0.978139639,32,0,390,364,358,364,applejack
1268710.png,https://derpicdn.net/img/view/2016/10/9/1268710.png,0,0.982605636,0,171,678,969,678,798,applejack
1269637.png,https://derpicdn.net/img/view/2016/10/10/1269637.png,0,0.996678948,179,71,1081,973,902,902,applejack
1270281.png,https://derpicdn.net/img/view/2016/10/11/1270281.png,0,0.995913029,561,12,1273,724,712,712,applejack
1280840.png,https://derpicdn.net/img/view/2016/10/24/1280840.png,0,0.983654261,143,0,733,580,590,580,applejack
1284114.png,https://derpicdn.net/img/view/2016/10/29/1284114.png,0,0.949939489,0,0,639,662,639,662,applejack
1284530.png,https://derpicdn.net/img/view/2016/10/30/1284530.png,0,0.999595523,432,0,1184,741,752,741,applejack
1287786.png,https://derpicdn.net/img/view/2016/11/3/1287786.png,0,0.990333796,166,0,554,381,388,381,applejack
1294855.png,https://derpicdn.net/img/view/2016/11/13/1294855.png,0,0.979436159,703,0,1800,1037,1097,1037,applejack
1295116.png,https://derpicdn.net/img/view/2016/11/13/1295116.png,0,0.998761415,505,0,1553,1001,1048,1001,applejack
1296179.png,https://derpicdn.net/img/view/2016/11/15/1296179.png,0,0.978402257,360,0,2100,1746,1740,1746,applejack
1300994.png,https://derpicdn.net/img/view/2016/11/22/1300994.png,0,0.995316803,225,222,571,568,346,346,applejack
1304332.png,https://derpicdn.net/img/view/2016/11/27/1304332.png,0,0.94800806,195,732,427,964,232,232,applejack
1309394.png,https://derpicdn.net/img/view/2016/12/4/1309394.png,0,0.989495814,96,0,580,468,484,468,applejack
1312996.png,https://derpicdn.net/img/view/2016/12/9/1312996.png,0,0.943246663,557,255,971,669,414,414,applejack
1319841.png,https://derpicdn.net/img/view/2016/12/18/1319841.png,0,0.960980296,0,87,822,1025,822,938,applejack
1323677.png,https://derpicdn.net/img/view/2016/12/23/1323677.png,0,0.985891581,173,0,1500,1200,1327,1200,applejack
1324914.png,https://derpicdn.net/img/view/2016/12/25/1324914.png,0,0.991904438,627,352,2953,2678,2326,2326,applejack
1326298.png,https://derpicdn.net/img/view/2016/12/27/1326298.png,0,0.998718798,133,0,721,551,588,551,applejack
1326458.png,https://derpicdn.net/img/view/2016/12/27/1326458.png,0,0.952395141,112,25,400,313,288,288,applejack
1327452.png,https://derpicdn.net/img/view/2016/12/29/1327452.png,0,0.997824728,142,19,442,319,300,300,applejack
1328323.png,https://derpicdn.net/img/view/2016/12/30/1328323.png,0,0.984879017,58,0,416,357,358,357,applejack
1329485.png,https://derpicdn.net/img/view/2017/1/1/1329485.png,0,0.954713047,176,33,626,483,450,450,applejack
1333065.png,https://derpicdn.net/img/view/2017/1/6/1333065.png,0,0.992358685,264,60,476,272,212,212,applejack
1342687.png,https://derpicdn.net/img/view/2017/1/19/1342687.png,0,0.990891516,676,0,1984,1053,1308,1053,applejack
1345497.png,https://derpicdn.net/img/view/2017/1/22/1345497.png,0,0.984680593,109,0,1800,1732,1691,1732,applejack
1349214.png,https://derpicdn.net/img/view/2017/1/27/1349214.png,0,0.979658127,531,0,1145,599,614,599,applejack
1350732.png,https://derpicdn.net/img/view/2017/1/29/1350732.png,0,0.995692253,106,19,1118,1031,1012,1012,applejack
1350821.png,https://derpicdn.net/img/view/2017/1/29/1350821.png,0,0.994839191,1320,260,2492,1432,1172,1172,applejack
1350822.png,https://derpicdn.net/img/view/2017/1/29/1350822.png,0,0.997507691,1366,316,2508,1458,1142,1142,applejack
1351427.png,https://derpicdn.net/img/view/2017/1/30/1351427.png,0,0.991339803,291,14,617,340,326,326,applejack
1352484.png,https://derpicdn.net/img/view/2017/2/1/1352484.png,0,0.980750978,12,0,658,631,646,631,applejack
1353277.png,https://derpicdn.net/img/view/2017/2/2/1353277.png,0,0.989905059,379,35,967,623,588,588,applejack
1353669.png,https://derpicdn.net/img/view/2017/2/2/1353669.png,0,0.98589319,110,0,1482,1080,1372,1080,applejack
1358911.png,https://derpicdn.net/img/view/2017/2/9/1358911.png,0,0.970135689,38,14,1042,1018,1004,1004,applejack
1359064.png,https://derpicdn.net/img/view/2017/2/9/1359064.png,0,0.998754978,42,6,496,460,454,454,applejack
1371333.png,https://derpicdn.net/img/view/2017/2/23/1371333.png,0,0.986618757,313,117,547,351,234,234,applejack
137883.png,https://derpicdn.net/img/view/2012/10/31/137883.png,0,0.947681725,204,48,586,430,382,382,applejack
1382551.png,https://derpicdn.net/img/view/2017/3/8/1382551.png,0,0.999235988,1381,348,2411,1378,1030,1030,applejack
1382558.png,https://derpicdn.net/img/view/2017/3/8/1382558.png,0,0.999457657,1386,347,2412,1373,1026,1026,applejack
1385125.png,https://derpicdn.net/img/view/2017/3/12/1385125.png,0,0.972447515,247,0,879,552,632,552,applejack
1391446.png,https://derpicdn.net/img/view/2017/3/19/1391446.png,0,0.979339778,827,24,2419,1616,1592,1592,applejack
1393315.png,https://derpicdn.net/img/view/2017/3/21/1393315.png,0,0.983985007,610,0,1484,865,874,865,applejack
1399113.png,https://derpicdn.net/img/view/2017/3/29/1399113.png,0,0.995979249,163,41,1099,977,936,936,applejack
1400475.png,https://derpicdn.net/img/view/2017/3/31/1400475.png,0,0.961730778,41,155,1203,1317,1162,1162,applejack
1405147.png,https://derpicdn.net/img/view/2017/4/6/1405147.png,0,0.996674657,608,15,1786,1193,1178,1178,applejack
1406906.png,https://derpicdn.net/img/view/2017/4/8/1406906.png,0,0.993397593,0,0,714,697,714,697,applejack
1407150.png,https://derpicdn.net/img/view/2017/4/8/1407150.png,0,0.984519303,1147,0,2801,1506,1654,1506,applejack
1410225.png,https://derpicdn.net/img/view/2017/4/13/1410225.png,0,0.999665856,244,7,620,383,376,376,applejack
1413755.png,https://derpicdn.net/img/view/2017/4/17/1413755.png,0,0.994659126,483,24,1061,602,578,578,applejack
1421320.png,https://derpicdn.net/img/view/2017/4/25/1421320.png,0,0.905076921,120,21,1376,1277,1256,1256,applejack
1426511.png,https://derpicdn.net/img/view/2017/5/1/1426511.png,0,0.997838855,284,207,1196,1119,912,912,applejack
1426514.png,https://derpicdn.net/img/view/2017/5/1/1426514.png,0,0.998770833,464,0,1510,1027,1046,1027,applejack
1429337.png,https://derpicdn.net/img/view/2017/5/5/1429337.png,0,0.967447698,236,0,516,251,280,251,applejack
1441439.png,https://derpicdn.net/img/view/2017/5/20/1441439.png,0,0.991595864,193,876,909,1592,716,716,applejack
1441798.png,https://derpicdn.net/img/view/2017/5/21/1441798.png,0,0.989449024,210,1655,1178,2623,968,968,applejack
1441798.png,https://derpicdn.net/img/view/2017/5/21/1441798.png,1,0.980127394,1757,154,3017,1414,1260,1260,applejack
1442614.png,https://derpicdn.net/img/view/2017/5/21/1442614.png,0,0.996364474,58,0,1012,942,954,942,applejack
1461251.png,https://derpicdn.net/img/view/2017/6/14/1461251.png,0,0.997651577,381,270,717,606,336,336,applejack
1462501.png,https://derpicdn.net/img/view/2017/6/15/1462501.png,0,0.984427273,0,0,2129,2102,2129,2102,applejack
1464838.png,https://derpicdn.net/img/view/2017/6/18/1464838.png,0,0.999476731,452,217,902,667,450,450,applejack
1466860.png,https://derpicdn.net/img/view/2017/6/20/1466860.png,0,0.977728844,11,0,455,430,444,430,applejack
1478362.png,https://derpicdn.net/img/view/2017/7/4/1478362.png,0,0.993255436,239,33,505,299,266,266,applejack
1480278.png,https://derpicdn.net/img/view/2017/7/6/1480278.png,0,0.990698755,442,86,1296,940,854,854,applejack
1489033.png,https://derpicdn.net/img/view/2017/7/18/1489033.png,0,0.981999099,728,0,1436,654,708,654,applejack
1491460.png,https://derpicdn.net/img/view/2017/7/21/1491460.png,0,0.98136431,292,25,712,445,420,420,applejack
1492729.png,https://derpicdn.net/img/view/2017/7/23/1492729.png,0,0.984221041,133,27,591,485,458,458,applejack
1494629.png,https://derpicdn.net/img/view/2017/7/25/1494629.png,0,0.969686091,829,146,1757,1074,928,928,applejack
1498008.png,https://derpicdn.net/img/view/2017/7/30/1498008.png,0,0.945657909,455,0,957,465,502,465,applejack
1498424.png,https://derpicdn.net/img/view/2017/7/30/1498424.png,0,0.96399641,55,11,605,561,550,550,applejack
1500887.png,https://derpicdn.net/img/view/2017/8/2/1500887.png,0,0.995128214,120,0,800,570,680,570,applejack
1503754.png,https://derpicdn.net/img/view/2017/8/5/1503754.png,0,0.998112202,0,296,715,1030,715,734,applejack
1504442.png,https://derpicdn.net/img/view/2017/8/6/1504442.png,0,0.994159818,1758,0,2826,839,1068,839,applejack
1504690.png,https://derpicdn.net/img/view/2017/8/6/1504690.png,0,0.989532232,0,0,685,665,685,665,applejack
1505329.png,https://derpicdn.net/img/view/2017/8/7/1505329.png,0,0.997916102,510,0,1258,746,748,746,applejack
1515244.png,https://derpicdn.net/img/view/2017/8/20/1515244.png,0,0.997889876,740,0,1642,830,902,830,applejack
1519425.png,https://derpicdn.net/img/view/2017/8/25/1519425.png,1,0.976522386,1158,0,1644,456,486,456,applejack
1524316.png,https://derpicdn.net/img/view/2017/8/31/1524316.png,0,0.941264272,355,0,1611,1224,1256,1224,applejack
1526163.png,https://derpicdn.net/img/view/2017/9/2/1526163.png,0,0.99888742,0,0,874,837,874,837,applejack
1530448.png,https://derpicdn.net/img/view/2017/9/8/1530448.png,0,0.965704203,32,0,384,330,352,330,applejack
1537754.png,https://derpicdn.net/img/view/2017/9/17/1537754.png,0,0.992633045,193,157,2691,2655,2498,2498,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,0,0.99484545,1206,0,1476,269,270,269,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,1,0.990894437,0,0,275,279,275,279,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,2,0.9908306,605,7,861,263,256,256,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,3,0.986442864,917,11,1169,263,252,252,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,4,0.983669996,0,251,274,543,274,292,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,5,0.978978992,893,245,1185,537,292,292,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,6,0.978213787,292,254,568,530,276,276,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,8,0.962340117,593,504,869,768,276,264,applejack
1539962.png,https://derpicdn.net/img/view/2017/9/20/1539962.png,9,0.951640368,907,509,1173,768,266,259,applejack
1547177.png,https://derpicdn.net/img/view/2017/9/28/1547177.png,0,0.958476365,973,0,2631,1556,1658,1556,applejack
1547681.png,https://derpicdn.net/img/view/2017/9/29/1547681.png,0,0.991016924,587,108,879,400,292,292,applejack
1551091.png,https://derpicdn.net/img/view/2017/10/3/1551091.png,0,0.992390513,294,31,682,419,388,388,applejack
1566051.png,https://derpicdn.net/img/view/2017/10/20/1566051.png,0,0.941868782,32,29,1304,1301,1272,1272,applejack
1579974.png,https://derpicdn.net/img/view/2017/11/6/1579974.png,0,0.928258002,186,3,500,317,314,314,applejack
1587486.png,https://derpicdn.net/img/view/2017/11/16/1587486.png,0,0.976857305,226,48,466,288,240,240,applejack
1592133.png,https://derpicdn.net/img/view/2017/11/22/1592133.png,0,0.991900563,108,0,718,562,610,562,applejack
1593591.png,https://derpicdn.net/img/view/2017/11/25/1593591.png,0,0.960297108,0,27,1072,1101,1072,1074,applejack
1593591.png,https://derpicdn.net/img/view/2017/11/25/1593591.png,1,0.956628144,941,420,1600,1194,659,774,applejack
1596403.png,https://derpicdn.net/img/view/2017/11/28/1596403.png,0,0.998404741,360,19,682,341,322,322,applejack
1596905.png,https://derpicdn.net/img/view/2017/11/29/1596905.png,0,0.910799265,416,0,1562,969,1146,969,applejack
1604173.png,https://derpicdn.net/img/view/2017/12/10/1604173.png,0,0.951289535,56,8,680,676,624,668,applejack
1620232.png,https://derpicdn.net/img/view/2017/12/31/1620232.png,0,0.982893884,0,13,765,923,765,910,applejack
1620845.png,https://derpicdn.net/img/view/2017/12/31/1620845.png,0,0.991828561,429,0,809,364,380,364,applejack
1626258.png,https://derpicdn.net/img/view/2018/1/7/1626258.png,0,0.997201681,296,0,854,556,558,556,applejack
1626394.png,https://derpicdn.net/img/view/2018/1/7/1626394.png,0,0.971955419,575,138,1105,668,530,530,applejack
1629822.png,https://derpicdn.net/img/view/2018/1/11/1629822.png,0,0.994442046,450,0,1132,680,682,680,applejack
1636393.png,https://derpicdn.net/img/view/2018/1/20/1636393.png,0,0.998786092,58,623,798,1363,740,740,applejack
1636393.png,https://derpicdn.net/img/view/2018/1/20/1636393.png,1,0.96403414,1002,6,1438,442,436,436,applejack
1637068.png,https://derpicdn.net/img/view/2018/1/20/1637068.png,0,0.932279289,169,0,819,634,650,634,applejack
1638134.png,https://derpicdn.net/img/view/2018/1/22/1638134.png,0,0.997934401,62,14,668,620,606,606,applejack
1640674.png,https://derpicdn.net/img/view/2018/1/25/1640674.png,0,0.979825616,251,9,507,265,256,256,applejack
1646862.png,https://derpicdn.net/img/view/2018/2/2/1646862.png,0,0.989388168,79,0,687,474,608,474,applejack
1647083.png,https://derpicdn.net/img/view/2018/2/3/1647083.png,0,0.944950581,101,53,349,301,248,248,applejack
1648378.png,https://derpicdn.net/img/view/2018/2/4/1648378.png,0,0.992958188,640,37,1358,755,718,718,applejack
1654284.png,https://derpicdn.net/img/view/2018/2/12/1654284.png,0,0.991114795,968,31,1952,1015,984,984,applejack
1661379.png,https://derpicdn.net/img/view/2018/2/20/1661379.png,0,0.968318462,94,0,1580,1457,1486,1457,applejack
1661808.png,https://derpicdn.net/img/view/2018/2/21/1661808.png,0,0.997796535,615,0,1509,862,894,862,applejack
1667556.png,https://derpicdn.net/img/view/2018/2/27/1667556.png,0,0.909261227,525,5,2001,1481,1476,1476,applejack
1671434.png,https://derpicdn.net/img/view/2018/3/4/1671434.png,0,0.999442637,92,474,460,842,368,368,applejack
1672002.png,https://derpicdn.net/img/view/2018/3/5/1672002.png,0,0.99589473,834,0,2156,1265,1322,1265,applejack
1677475.png,https://derpicdn.net/img/view/2018/3/11/1677475.png,0,0.975587487,77,0,900,811,823,811,applejack
1679462.png,https://derpicdn.net/img/view/2018/3/13/1679462.png,0,0.995348334,101,3,779,681,678,678,applejack
1681853.png,https://derpicdn.net/img/view/2018/3/16/1681853.png,0,0.936267138,55,66,589,600,534,534,applejack
1691892.png,https://derpicdn.net/img/view/2018/3/27/1691892.png,0,0.987970233,552,438,3000,3000,2448,2562,applejack
1699437.png,https://derpicdn.net/img/view/2018/4/5/1699437.png,0,0.907907486,32,0,1820,1718,1788,1718,applejack
1702384.png,https://derpicdn.net/img/view/2018/4/8/1702384.png,0,0.997779071,392,17,902,527,510,510,applejack
1702815.png,https://derpicdn.net/img/view/2018/4/8/1702815.png,0,0.951319516,753,174,2149,1570,1396,1396,applejack
1715692.png,https://derpicdn.net/img/view/2018/4/24/1715692.png,0,0.954745531,403,0,813,397,410,397,applejack
1716908.png,https://derpicdn.net/img/view/2018/4/25/1716908.png,0,0.956364632,20,0,496,462,476,462,applejack
1719740.png,https://derpicdn.net/img/view/2018/4/29/1719740.png,0,0.941796899,877,456,1693,1272,816,816,applejack
1724972.png,https://derpicdn.net/img/view/2018/5/5/1724972.png,0,0.986269474,0,0,2115,2203,2115,2203,applejack
1725037.png,https://derpicdn.net/img/view/2018/5/5/1725037.png,0,0.993000329,962,533,1582,1153,620,620,applejack
1725062.png,https://derpicdn.net/img/view/2018/5/5/1725062.png,0,0.996984661,335,440,1305,1410,970,970,applejack
1725090.png,https://derpicdn.net/img/view/2018/5/5/1725090.png,0,0.985715926,331,0,2829,2410,2498,2410,applejack
1726306.png,https://derpicdn.net/img/view/2018/5/6/1726306.png,0,0.974883616,0,0,2226,2032,2226,2032,applejack
1726322.png,https://derpicdn.net/img/view/2018/5/6/1726322.png,0,0.921382666,38,211,1933,2139,1895,1928,applejack
1729545.png,https://derpicdn.net/img/view/2018/5/10/1729545.png,0,0.99976939,280,0,1516,1196,1236,1196,applejack
1732892.png,https://derpicdn.net/img/view/2018/5/14/1732892.png,0,0.979062259,0,97,982,1201,982,1104,applejack
